Temporal_Velocity_Alpha,Manifold_Proximity_Scalar,Barycentric_Divergence_Index,Normalized_Deviation_Magnitude,Distribution_Curvature_Coefficient,Distribution_Asymmetry_Coefficient,Dispersion_Magnitude_Metric,Target
0.0042826484803638,1.1007334567504674,0.0023457642227928,0.4177437291548833,0.2253373774642776,-0.3785057695212874,0.0056688661511151,0.021334513579634437
-0.0067409046283279,1.1945523925886423,0.0034636838006941,0.6147782458264164,0.27658640069987,-0.4265605731675142,0.0056027786140778,0.020814263302720626
0.0022362287323068,1.8868659569034136,0.0072519359010853,1.2821644830639702,0.2867562962073304,-0.4438848047048115,0.0055740894619001,0.01722730955906957
0.006370707341875,2.0980445529958005,0.0076103219305639,1.3538386310186017,0.1933122907295417,-0.4445632641729818,0.0056461949500591,0.01735922955735128
-0.0032578746204757,2.6917391410383478,0.0080177582182222,1.4051911825569476,-0.0373784564186665,-0.5095160948788786,0.0056033027357378,0.017508563029135327
-0.0046584394150862,3.095489596420527,0.0068338353010653,1.2075942703630165,-0.0584679405642304,-0.5361342234568883,0.005557206987627,0.019426937664638086
0.0001611925026312,2.06770687496024,0.0061827936004059,1.1102759396674071,-0.0532606703688035,-0.5415618110794101,0.0055499487590577,0.021157141328293456
0.0091312327951074,3.156515362083883,0.0101187045276681,1.7762708271187524,-0.0447981054708728,-0.441187644086368,0.0057389787481377,0.018008310109594014
0.0160251581161699,2.6810607236167683,0.013028093715681,2.1790170212054214,0.0735272992760442,-0.2709641568813754,0.006021318344648,0.015576749614219275
0.0305438968664656,3.6905384048126058,0.019630543470658,2.9834696473560296,0.8933489463162402,0.377577704673127,0.0065485029405219,0.009020874648804505
0.027055636992073,3.5187834807327394,0.0197737695938545,2.801123720134062,1.0154045066973996,0.5814362240658731,0.0070577663412523,0.008712233728647776
0.0270419600193515,2.8536808741058555,0.0183921712679949,2.466443059362235,0.9250163487942604,0.644596577399852,0.0074335272263135,0.01010752512787659
0.020826979490709,2.4132495960377933,0.0164964115009869,2.136844856768579,0.6842187117403424,0.6304826538366143,0.0077655752647606,0.012075878506727674
0.033090697256493,4.776167265178558,0.0223854103946366,2.6809640571964417,0.9289721941461478,0.7750092506776113,0.0084086973430058,0.006068591748324878
0.0358511302181719,4.054448358688556,0.0283202810585547,3.064746984598384,1.196528166806292,0.9409622139667908,0.0092834856223296,-0.00028931507355982084
